Amazon 出品サービス、フルフィルメント by Amazon (FBA) ,,,,,,,,,,,,,,,,,,,,,,,,,,
2020/10/06 12:17:16JST,10730550633,振込み,,,次が末尾の口座へ： 4078,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,"-635,165.00","-635,165.00"
2020/10/06 13:02:46JST,10730550633,注文,250-7394460-9546230,wm-20200926-16-18590-o-so,PlayStation 4 Pro ジェット・ブラック 1TB (CUH-7000BB01) 【メーカー生産終了】,1,amazon.jp,Amazon,,東京都,144-0044,,"25,436.00","2,544.00",373,37,0,0,0,-373,-37,"-2,462.00",-467,0,0,"25,051.00"
2020/10/06 13:06:29JST,10730550633,注文,250-3700583-6819033,tm-20200904-45-02178-o-so,AMD Wraith Prism RGB CPUクーラー AM4 4ピンコネクター 銅ベース/アルミヒートシンク,1,amazon.jp,Amazon,,大阪府,565-0873,,"5,431.00",543,0,0,0,0,0,0,0,-526,-421,0,0,"5,027.00"
2020/10/06 15:33:49JST,10730550633,注文,503-9206628-7435069,jp-20200926-23-02980-o-so,【国内正規品】　PAPERANG　スマホ対応プリンター　FT-057　ペーパーラング　サーマルプリンター,1,amazon.jp,Amazon,,東京都,111-0021,,"4,527.00",453,0,0,0,0,0,0,0,-438,-421,0,0,"4,121.00"
2020/10/06 16:21:31JST,10730550633,注文,250-0300020-1212616,tm-20191226-02-00500-o-so,Intel純正 CPUクーラー LGA1151,1,amazon.jp,Amazon,,東京都,140-0013,,"1,718.00",172,0,0,0,0,0,0,0,-166,-421,0,0,"1,303.00"
2020/10/06 16:29:36JST,10730550633,返金,250-0813923-1589439,pk-20200828-10-04000-o-so,Razer Mamba Wireless 無線/有線両対応 ゲーミングマウス 【日本正規代理店保証品】 RZ01-02710100-R3M1 ブラック,1,amazon.jp,Amazon,,徳島県,771-0201,,"-5,436.00",-544,0,0,0,0,0,0,0,592,0,0,0,"-5,388.00"
2020/10/06 17:10:06JST,10730550633,注文,503-4377989-8789434,rs-20200904-36-02552-o-so,figma 俺の妹がこんなに可愛いわけがない 黒猫 “聖天使神猫”ver. （電撃屋限定）,1,amazon.jp,Amazon,,東京都,115-0043,,"3,618.00",362,0,0,0,0,0,0,0,-438,-421,0,0,"3,121.00"
2020/10/06 22:11:57JST,10730550633,注文,249-5190627-5851069,ap-20191021-30-00300-o-so,PENTAX 一眼カメラケース ホワイト O-CC133 WHITE 38832,1,amazon.jp,Amazon,,京都府,625-0087,,"1,073.00",107,0,0,0,0,0,0,0,-130,-421,0,0,629
2020/10/06 23:21:48JST,10730550633,注文,249-4156667-2072659,wm-20200926-18-01830-o-so,Xbox 360 (60GB:HDMI端子搭載) 【メーカー生産終了】,1,amazon.jp,Amazon,,埼玉県,352-0035,,"4,527.00",453,0,0,0,0,0,0,0,-438,-815,0,0,"3,727.00"
2020/10/07 00:21:27JST,10730550633,注文,503-8706949-2248623,tm-20200904-45-02178-o-so,AMD Wraith Prism RGB CPUクーラー AM4 4ピンコネクター 銅ベース/アルミヒートシンク,1,amazon.jp,Amazon,,神奈川県,250-0001,,"5,431.00",543,0,0,0,0,0,0,0,-526,-421,0,0,"5,027.00"
2020/10/07 00:25:52JST,10730550633,注文,503-3841380-1128633,gn-20191207-23-01978-o-so,東芝 アクティブ静電ペン dynabook Tab用 IPCZ131A,1,amazon.jp,Amazon,,富山県,933-0804,,"2,909.00",291,0,0,0,0,0,0,0,-282,-421,0,0,"2,497.00"
2020/10/07 00:29:52JST,10730550633,FBA 在庫関連の手数料,,,FBA保管手数料：,,Amazon.co.jp,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,"-6,555.00","-6,555.00"
2020/10/07 00:37:00JST,10730550633,注文,250-4801680-8401468,oc-20190927-41-00054-o-so,くるくるチョコレート工場 ヒミツのここたま チョコレート型セット,1,amazon.jp,Amazon,,岐阜県,503-0023,,355,36,0,0,0,0,0,0,0,-43,-421,0,0,-73
2020/10/07 09:58:51JST,10730550633,注文,249-0859521-4840612,ap-20200303-13-00300-o-so,PENTAX 一眼カメラケース ブラック O-CC133 BLACK 38835,1,amazon.jp,Amazon,,兵庫県,665-0024,,"1,327.00",133,0,0,0,0,0,0,0,-161,-421,0,0,878
2020/10/07 10:18:05JST,10730550633,注文,250-6239151-4161427,rs-20200926-05-00784-o-so,HCM-Pro 28 ヤクト・ドーガ(ギュネイ・ガス専用機) (機動戦士ガンダム 逆襲のシャア),1,amazon.jp,Amazon,,北海道,001-0903,,"1,800.00",180,0,0,0,0,0,0,0,-218,-421,0,0,"1,341.00"
2020/10/07 13:10:41JST,10730550633,注文,250-3333490-9889434,tm-20200904-45-02178-o-so,AMD Wraith Prism RGB CPUクーラー AM4 4ピンコネクター 銅ベース/アルミヒートシンク,1,amazon.jp,Amazon,,愛知県,470-0206,,"5,431.00",543,0,0,0,0,0,0,0,-526,-421,0,0,"5,027.00"
2020/10/07 16:01:46JST,10730550633,注文,250-2498437-2220665,wm-20200813-02-16500-o-so,マイクロソフト Surface 3 64GB WiFiモデル 7G5-00026,1,amazon.jp,Amazon,,東京都,104-0061,,"18,000.00","1,800.00",0,0,0,0,0,0,0,"-1,742.00",-467,0,0,"17,591.00"
2020/10/07 16:58:16JST,10730550633,注文,249-5284085-2818227,rs-20200904-31-02400-o-so,ねんどろいど アベンジャーズ/エンドゲーム キャプテン・アメリカ エンドゲーム・エディション スタンダードV,1,amazon.jp,Amazon,,三重県,518-0409,,"3,618.00",362,0,0,322,32,0,0,0,-438,-775,0,0,"3,121.00"
2020/10/07 18:43:47JST,10730550633,注文,249-8044139-8378233,oc-20190927-41-00054-o-so,くるくるチョコレート工場 ヒミツのここたま チョコレート型セット,1,amazon.jp,Amazon,,静岡県,430-0835,,355,36,0,0,0,0,0,0,0,-43,-421,0,0,-73
2020/10/07 21:51:26JST,10730550633,注文,250-6651309-1467869,wm-20200926-24-00980-o-so,Wii本体 (シロ) (「Wiiリモコンジャケット」同梱) (RVL-S-WD) 【メーカー生産終了】,1,amazon.jp,Amazon,,静岡県,422-8033,,"2,164.00",216,0,0,0,0,0,0,0,-209,-467,0,0,"1,704.00"
2020/10/07 23:32:50JST,10730550633,注文,249-7410347-3527850,tm-20191226-02-00500-o-so,Intel純正 CPUクーラー LGA1151,1,amazon.jp,Amazon,,神奈川県,253-0084,,"1,718.00",172,0,0,0,0,0,0,0,-166,-421,0,0,"1,303.00"
2020/10/08 00:27:54JST,10730550633,注文,250-4486179-9975065,wm-20200926-01-00220-o-so,ゲームボーイアドバンストゥゲームキューブ リンクケーブル,1,amazon.jp,Amazon,,東京都,144-0051,,"1,345.00",135,186,19,0,0,0,-186,-19,-244,-381,0,0,855
2020/10/08 02:07:59JST,10730550633,注文,503-5969903-2242245,tz-20200828-02-00600-o-so,LINE Clova Friends Dock(赤外線リモコン) NL-A201JP,1,amazon.jp,Amazon,,大阪府,532-0028,,"1,273.00",127,0,0,0,0,0,0,0,-154,-381,0,0,865
2020/10/08 05:20:45JST,10730550633,注文,249-3004520-3566246,tm-20200904-45-02178-o-so,AMD Wraith Prism RGB CPUクーラー AM4 4ピンコネクター 銅ベース/アルミヒートシンク,1,amazon.jp,Amazon,,神奈川県,243-0812,,"5,431.00",543,0,0,0,0,0,0,0,-526,-421,0,0,"5,027.00"
2020/10/08 06:19:36JST,10730550633,注文,249-6869970-1012669,wm-20200627-07-04500-o-so,PlayStation 3 (160GB) クラシック・ホワイト (CECH-3000A LW)【メーカー生産終了】,1,amazon.jp,Amazon,,新潟県,949-7302,,"6,345.00",635,0,0,0,0,0,0,0,-614,-548,0,0,"5,818.00"
2020/10/08 10:15:41JST,10730550633,FBA 在庫関連の手数料,vk9s8NA547,,FBA在庫の返送手数料,,Amazon.co.jp,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,-150,-150
2020/10/08 13:26:12JST,10730550633,注文,250-4682862-1114212,ap-20200721-48-00300-o-so,Wacom ペンタブレット Sサイズ ホワイト フォトショップエレメンツ&ペインターエッセンシャル付属 Bamboo Fun CTH-470,1,amazon.jp,Amazon,,京都府,629-0311,,"1,618.00",162,373,37,0,0,0,-373,-37,-156,-797,0,300,"1,157.00"
2020/10/08 14:43:18JST,10730550633,注文,250-8002610-2712636,oc-20200828-16-00176-o-so,妖怪ウォッチ 妖怪メダルトレジャー04 巨石文明の二つの奇跡(BOX),1,amazon.jp,Amazon,,青森県,030-1308,,909,91,0,0,0,0,0,0,0,-110,-421,0,0,469
2020/10/08 15:25:41JST,10730550633,注文,503-3659785-0215815,gf-20200606-03-03300-o-so,HG 1/144 ガンダムベース限定 ナラティブガンダム B装備 機動戦士ガンダムUC(ユニコーン),1,amazon.jp,Amazon,,兵庫県,650-0023,,"4,264.00",426,0,0,0,0,0,0,0,-516,-467,0,0,"3,707.00"
2020/10/08 16:58:57JST,10730550633,注文,249-8959535-6689462,wm-20200620-29-00300-o-so,【2005年モデル】ELECOM マウス ボール式 USB接続 ブラック M-M1UBK,1,amazon.jp,Amazon,,埼玉県,350-1114,,"1,800.00",180,75,7,0,0,0,-75,-7,-436,-421,0,0,"1,123.00"
2020/10/08 16:58:57JST,10730550633,注文,249-8959535-6689462,wm-20200620-29-00300-o-so,【2005年モデル】ELECOM マウス ボール式 USB接続 ブラック M-M1UBK,1,amazon.jp,Amazon,,埼玉県,350-1114,,"1,800.00",180,75,7,0,0,0,-75,-7,0,-421,0,0,"1,559.00"
2020/10/08 18:21:36JST,10730550633,注文,503-4057888-0795037,oc-20200828-16-00176-o-so,妖怪ウォッチ 妖怪メダルトレジャー04 巨石文明の二つの奇跡(BOX),1,amazon.jp,Amazon,,大阪府,571-0048,,909,91,0,0,0,0,0,0,0,-110,-421,0,0,469
2020/10/08 18:35:58JST,10730550633,注文,503-3299793-1107823,gf-20200801-02-00330-o-sos,1/144 RX-78-2 ガンダム (機動戦士ガンダム),1,amazon.jp,Amazon,,大分県,875-0022,,"1,355.00",135,141,14,0,0,0,-141,-14,-328,-421,0,0,741
2020/10/08 18:35:58JST,10730550633,注文,503-3299793-1107823,gf-20200801-02-00330-o-sos,1/144 RX-78-2 ガンダム (機動戦士ガンダム),1,amazon.jp,Amazon,,大分県,875-0022,,"1,355.00",135,140,14,0,0,0,-140,-14,0,-421,0,0,"1,069.00"
2020/10/08 18:36:46JST,10730550633,注文,250-1372555-7171012,ms-20200418-58-05104-o-sow,S.H.フィギュアーツ アイアンパトリオット 約160mm PVC・ABS・ダイキャスト製 塗装済み可動フィギュア,1,amazon.jp,Amazon,,Tokyo-to,120-0023,,"5,255.00",525,0,0,0,0,0,0,0,-636,-421,0,0,"4,723.00"
2020/10/08 23:17:21JST,10730550633,注文,503-8073503-4635809,rs-20200813-15-00440-o-so,SET LIST ?劇場版 うたの☆プリンスさまっ♪ マジLOVEキングダム 挿入歌集?,1,amazon.jp,Amazon,,愛知県,447-0848,,355,35,53,5,0,0,0,-53,-5,-219,-282,0,0,-111
2020/10/09 02:13:57JST,10730550633,注文,249-2770709-8507845,wm-20200926-18-01830-o-so,Xbox 360 (60GB:HDMI端子搭載) 【メーカー生産終了】,1,amazon.jp,Amazon,,千葉県,271-0077,,"4,527.00",453,0,0,0,0,0,0,0,-438,-815,0,0,"3,727.00"
2020/10/09 02:29:11JST,10730550633,注文,250-5402703-1348658,rg-20200809-27-03500-o-so,旧モデル Canon インクジェットプリンター PIXUSIP100 モバイルコンパクト,1,amazon.jp,Amazon,,東京都,156-0057,,"6,618.00",662,0,0,0,0,0,0,0,-640,-467,0,0,"6,173.00"
2020/10/09 06:30:37JST,10730550633,注文,503-2028720-3996605,tm-20200904-45-02178-o-so,AMD Wraith Prism RGB CPUクーラー AM4 4ピンコネクター 銅ベース/アルミヒートシンク,1,amazon.jp,Amazon,,東京都,111-0025,,"5,431.00",543,0,0,0,0,0,0,0,-526,-421,0,0,"5,027.00"
2020/10/09 09:01:40JST,10730550633,注文,249-4128515-9160607,us-20200801-09-00150-o-so,brother 廃トナーボックス WT-223CL,1,amazon.jp,Amazon,,東京都,178-0063,,"2,164.00",216,0,0,0,0,0,0,0,-209,-467,0,0,"1,704.00"
2020/10/09 09:28:40JST,10730550633,注文,249-9801529-7868646,tm-20200904-45-02178-o-so,AMD Wraith Prism RGB CPUクーラー AM4 4ピンコネクター 銅ベース/アルミヒートシンク,1,amazon.jp,Amazon,,神奈川県,215-0017,,"5,431.00",543,0,0,0,0,0,0,0,-526,-421,0,0,"5,027.00"
2020/10/09 10:53:13JST,10730550633,注文,250-5633296-2607061,ps-20200201-18-00300-o-so,【アウトレット】 スタイラス デジタイザー タッチペン　N-trig [LS04-A09],1,amazon.jp,Amazon,,福井県,914-0132,,"1,045.00",105,0,0,0,0,0,0,0,-127,-282,0,0,741
2020/10/09 14:59:51JST,10730550633,注文,250-4913079-5363034,rs-20200904-28-02640-o-so,ねんどろいど ストライクウィッチーズ2 ミーナ・ディートリンデ・ヴィルケ ノンスケール ABS&PVC製 塗装済み可?,1,amazon.jp,Amazon,,静岡県,412-0006,,"4,527.00",453,0,0,0,0,0,0,0,-548,-421,0,0,"4,011.00"
2020/10/09 15:21:40JST,10730550633,注文,250-7490316-9535860,pk-20200904-44-02178-o-so,HP シンプルなフレームの 日本語配列 メカニカル ゲーミングキーボード [GK320],1,amazon.jp,Amazon,,埼玉県,335-0021,,"4,618.00",462,42,4,0,0,0,0,0,-559,-758,0,0,"3,809.00"
2020/10/09 16:17:25JST,10730550633,注文,503-7437675-3559813,tz-20200828-15-00120-o-so,仮面ライダージオウ DXファイズライドウォッチ,1,amazon.jp,Amazon,,山形県,999-8212,,591,59,0,0,0,0,0,0,0,-72,-421,0,0,157
2020/10/09 16:52:11JST,10730550633,注文,249-2896767-6292614,rs-20200809-19-00500-o-so,【DVD】岡本信彦 5th Anniversary Live “DREAM GATE”,1,amazon.jp,Amazon,,東京都,151-0053,,834,83,0,0,0,0,0,0,0,-306,-282,0,0,329
2020/10/09 17:13:58JST,10730550633,注文,503-5843075-5067834,io-20200904-43-03500-o-so,UQ Speed Wi-Fi HOME L01 HWS31SWU WHITE,1,amazon.jp,Amazon,,茨城県,305-0051,,"6,800.00",680,0,0,0,0,0,0,0,-823,-421,0,0,"6,236.00"
2020/10/09 17:16:11JST,10730550633,注文,503-7607547-6747033,wm-20200721-20-05500-o-so,HUAWEI(ファーウェイ) dtab compact 16GB シルバー d-01J S docomo,1,amazon.jp,Amazon,,京都府,606-8397,,"7,455.00",745,186,19,0,0,0,-186,-19,-722,-421,0,0,"7,057.00"
2020/10/09 17:20:52JST,10730550633,注文,250-7671888-7827062,ap-20190706-14-00300-o-so,INTEL純正 LGA1155/LGA1156 CPUクーラー,1,amazon.jp,Amazon,,岡山県,701-0304,,"1,636.00",164,373,37,0,0,-18,-373,-37,-157,-421,0,0,"1,204.00"
2020/10/09 23:03:09JST,10730550633,注文,249-9452663-5020618,pk-20200310-19-04980-o-so,UQ WiMAX2+ Speed Wi-Fi NEXT WX05 ピュアホワイト,1,amazon.jp,Amazon,,千葉県,273-0035,,"6,782.00",678,0,0,0,0,0,0,0,-821,-467,0,0,"6,172.00"
2020/10/09 23:15:30JST,10730550633,注文,250-5289231-8887050,tm-20200904-45-02178-o-so,AMD Wraith Prism RGB CPUクーラー AM4 4ピンコネクター 銅ベース/アルミヒートシンク,1,amazon.jp,Amazon,,福井県,910-0374,,"5,431.00",543,0,0,0,0,0,0,0,-526,-421,0,0,"5,027.00"
2020/10/10 06:26:22JST,10730550633,注文,249-6442766-2080629,gf-20200809-01-07700-o-so,RG ペルフェクティビリティ 1/144 ユニコーンガンダム リアルグレード ガンダムベース限定UCガンプラ,1,amazon.jp,Amazon,,兵庫県,671-0231,,"9,709.00",971,0,0,0,0,0,0,0,"-1,175.00",-467,0,0,"9,038.00"
2020/10/10 13:15:11JST,10730550633,注文,250-9868862-4155045,rg-20200809-27-03500-o-so,旧モデル Canon インクジェットプリンター PIXUSIP100 モバイルコンパクト,1,amazon.jp,Amazon,,兵庫県,651-2273,,"6,618.00",662,0,0,0,0,0,0,0,-640,-467,0,0,"6,173.00"
2020/10/10 16:02:04JST,10730550633,注文,250-1725093-4401437,gf-20200904-38-00770-o-so,ガンダムベース限定 SDガンダム BB戦士 三国創傑伝 孫権ガンダムアストレイ 機動戦士ガンダムSEED VSASTRAY,1,amazon.jp,Amazon,,愛知県,481-0002,,"1,455.00",145,94,9,0,0,0,-94,-9,-176,-421,0,0,"1,003.00"
2020/10/10 17:45:40JST,10730550633,注文,503-4070758-8979834,te-20200926-17-00500-o-so,エレコム カメラバッグ ボディバッグ offtoco ショルダーバッグ 斜めがけ [ 参考収容寸法(カメラ収納部):90×65×190m,1,amazon.jp,Amazon,,群馬県,370-0018,,"1,800.00",180,0,0,0,0,0,0,0,-218,-421,0,0,"1,341.00"
2020/10/10 18:17:03JST,10730550633,返金,250-7394460-9546230,wm-20200926-16-18590-o-so,PlayStation 4 Pro ジェット・ブラック 1TB (CUH-7000BB01) 【メーカー生産終了】,1,amazon.jp,Amazon,,東京都,144-0044,,"-25,436.00","-2,544.00",-373,-37,0,0,0,373,37,"2,216.00",0,0,0,"-25,764.00"
2020/10/10 23:28:01JST,10730550633,注文,250-9896016-4491045,wm-20200926-24-00980-o-so,Wii本体 (シロ) (「Wiiリモコンジャケット」同梱) (RVL-S-WD) 【メーカー生産終了】,1,amazon.jp,Amazon,,新潟県,950-3326,,"2,164.00",216,0,0,0,0,0,0,0,-209,-467,0,0,"1,704.00"
2020/10/11 15:36:21JST,10730550633,注文,250-9560407-6484643,tm-20200904-45-02178-o-so,AMD Wraith Prism RGB CPUクーラー AM4 4ピンコネクター 銅ベース/アルミヒートシンク,1,amazon.jp,Amazon,,茨城県,312-0057,,"5,431.00",543,0,0,0,0,0,0,0,-526,-421,0,0,"5,027.00"
2020/10/11 16:13:36JST,10730550633,注文,250-0215851-5780667,at-20201113-14-00090-o-so,ELECOM PS Vita カードケース 4枚収納 【PlayStation オフィシャルライセンス】 ブラック GM-VITACM1BK,1,amazon.jp,出品者,,東京都,206-0023,,618,62,0,0,0,0,0,0,0,-112,0,0,0,568
2020/10/11 17:06:46JST,10730550633,注文,503-9506927-2184639,rg-20200809-26-03500-o-so,HP モバイル プリンター Officejet 100 Mobile CQ774A#ABJ ( ワイヤレス / インクバックアップ機能? ) ヒューレット・パッ?,1,amazon.jp,Amazon,,Tokyo-to,150-0046,,"7,255.00",725,464,46,0,0,0,0,0,-702,"-1,388.00",0,300,"6,730.00"
2020/10/11 18:40:45JST,10730550633,注文,249-7995461-0517447,wm-20200425-02-01100-o-sow,Wii U プレミアムセット shiro (WUP-S-WAFC),1,amazon.jp,Amazon,,東京都,174-0051,,"4,527.00",453,37,4,0,0,0,-37,-4,-438,-467,0,0,"4,075.00"
2020/10/12 00:36:36JST,10730550633,注文,249-2755400-8891056,gf-20200809-02-00330-o-so,1/2400 ホワイトベース (機動戦士ガンダム),1,amazon.jp,Amazon,,千葉県,290-0056,,727,73,0,0,0,0,0,0,0,-88,-421,0,0,291
2020/10/12 02:18:15JST,10730550633,注文外料金,,,SellerPayments_Report_Fee_Subscription,,Amazon.co.jp,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,"-5,390.00","-5,390.00"
2020/10/12 06:30:58JST,10730550633,注文,249-4373794-6734231,rs-20200813-15-00440-o-so,SET LIST ?劇場版 うたの☆プリンスさまっ♪ マジLOVEキングダム 挿入歌集?,1,amazon.jp,Amazon,,神奈川県,251-0861,,355,35,94,9,0,0,0,-94,-9,-219,-282,0,0,-111
2020/10/12 10:19:04JST,10730550633,FBA 在庫関連の手数料,vka88RJ713,,FBA在庫の返送手数料,,Amazon.co.jp,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,-485,-485
2020/10/12 11:04:33JST,10730550633,注文,503-8749336-2662220,ap-20200516-16-00300-o-so,SONY RC-S320 非接触ICカードリーダ/ライタ PaSoRi 「パソリ」,1,amazon.jp,Amazon,,東京都,101-0051,,627,63,0,0,0,0,0,0,0,-61,-381,0,0,248
2020/10/12 12:42:07JST,10730550633,注文,249-2642712-3600625,us-20200801-09-00150-o-so,brother 廃トナーボックス WT-223CL,1,amazon.jp,Amazon,,愛知県,453-0047,,"2,164.00",216,0,0,0,0,0,0,0,-209,-467,0,0,"1,704.00"
2020/10/12 12:49:50JST,10730550633,注文,250-3632661-9575051,wm-20200926-24-00980-o-so,Wii本体 (シロ) (「Wiiリモコンジャケット」同梱) (RVL-S-WD) 【メーカー生産終了】,1,amazon.jp,Amazon,,大阪府,583-0856,,"1,982.00",198,0,0,0,0,0,0,0,-191,-467,0,0,"1,522.00"
2020/10/12 14:14:05JST,10730550633,注文,249-8891181-2303852,rs-20200904-27-02544-o-so,ねんどろいど ウマ娘 プリティーダービー スペシャルウィーク ノンスケール ABS&PVC製 塗装済み可動フィギュア,1,amazon.jp,Amazon,,福島県,970-8025,,"4,345.00",435,125,12,0,0,0,-125,-12,-526,-531,0,100,"3,833.00"
2020/10/12 15:30:40JST,10730550633,注文,503-2137266-4820645,rs-20200813-15-00440-o-so,SET LIST ?劇場版 うたの☆プリンスさまっ♪ マジLOVEキングダム 挿入歌集?,1,amazon.jp,Amazon,,大阪府,574-0061,,355,35,373,37,0,0,0,-373,-37,-219,-282,0,0,-111
2020/10/12 18:03:20JST,10730550633,注文,250-9871247-4413417,wm-20200620-29-00300-o-so,【2005年モデル】ELECOM マウス ボール式 USB接続 ブラック M-M1UBK,1,amazon.jp,Amazon,,富山県,930-8136,,"1,800.00",180,0,0,0,0,0,0,0,-436,-421,0,0,"1,123.00"
2020/10/12 18:03:20JST,10730550633,注文,250-9871247-4413417,wm-20200620-29-00300-o-so,【2005年モデル】ELECOM マウス ボール式 USB接続 ブラック M-M1UBK,1,amazon.jp,Amazon,,富山県,930-8136,,"1,800.00",180,0,0,0,0,0,0,0,0,-421,0,0,"1,559.00"
2020/10/12 18:19:50JST,10730550633,注文,249-0466472-4182253,rs-20200809-19-00500-o-so,【DVD】岡本信彦 5th Anniversary Live “DREAM GATE”,1,amazon.jp,Amazon,,福岡県,827-0004,,834,83,0,0,0,0,0,0,0,-306,-282,0,0,329
2020/10/12 19:28:17JST,10730550633,注文,503-3901557-4511033,tm-20200904-05-00638-o-so,エレコム 自撮り棒 セルカ棒 Bluetooth リモコン付 ブラック P-SSBBK,1,amazon.jp,Amazon,,埼玉県,330-0054,,"1,536.00",154,0,0,0,0,0,0,0,-149,-421,0,0,"1,120.00"
2020/10/12 19:51:01JST,10730550633,返金,250-4682862-1114212,ap-20200721-48-00300-o-so,Wacom ペンタブレット Sサイズ ホワイト フォトショップエレメンツ&ペインターエッセンシャル付属 Bamboo Fun CTH-470,1,amazon.jp,Amazon,,京都府,629-0311,,"-1,618.00",-162,-373,-37,0,0,0,373,37,141,330,0,-300,"-1,639.00"
2020/10/12 23:13:09JST,10730550633,注文,503-2173647-5611027,rg-20200809-27-03500-o-so,旧モデル Canon インクジェットプリンター PIXUSIP100 モバイルコンパクト,1,amazon.jp,Amazon,,東京都,107-0052,,"6,618.00",662,0,0,0,0,0,0,0,-640,-467,0,0,"6,173.00"
2020/10/13 01:47:45JST,10730550633,注文,249-5934701-4691822,tz-20200828-04-00800-o-so,スーパーミニプラ 勇者王ガオガイガー5 (3個入) 食玩・ガム (勇者王ガオガイガー),1,amazon.jp,Amazon,,神奈川県,248-0014,,"2,255.00",225,0,0,0,0,0,0,0,-273,-421,0,0,"1,786.00"
2020/10/13 02:39:59JST,10730550633,注文,249-9884726-6612658,bf-20200904-07-04950-o-so,PlayStation 3 (320GB) チャコール・ブラック (CECH-2500B)【メーカー生産終了】,1,amazon.jp,Amazon,,東京都,192-0023,,"7,091.00",709,63,6,0,0,0,-63,-6,-686,-548,0,0,"6,566.00"
2020/10/13 04:18:46JST,10730550633,注文,250-7190672-9875830,tz-20200828-04-00800-o-so,スーパーミニプラ 勇者王ガオガイガー5 (3個入) 食玩・ガム (勇者王ガオガイガー),1,amazon.jp,Amazon,,埼玉県,355-0072,,"2,255.00",225,0,0,0,0,0,0,0,-273,-421,0,0,"1,786.00"
