Amazon 出品サービス、フルフィルメント by Amazon (FBA) ,,,,,,,,,,,,,,,,,,,,,,,,,,
2020/10/13 04:50:09JST,10730550633,注文,503-5516242-8567009,wm-20200425-02-01100-o-sow,Wii U プレミアムセット shiro (WUP-S-WAFC),1,amazon.jp,Amazon,,福岡県,838-0115,,"4,527.00",453,0,0,0,0,0,0,0,-438,-467,0,0,"4,075.00"
2020/10/13 17:40:09JST,10730550633,注文,249-6249966-1347044,ic-20200620-31-00800-o-so,hp USB日本語キーボード KU-1156 ブラック,1,amazon.jp,Amazon,,東京都,113-0021,,"2,709.00",271,0,0,0,0,-1,0,0,-262,-712,0,0,"2,005.00"
2020/10/13 22:25:33JST,10730550633,注文,503-6138390-5475000,tm-20200904-45-02178-o-so,AMD Wraith Prism RGB CPUクーラー AM4 4ピンコネクター 銅ベース/アルミヒートシンク,1,amazon.jp,Amazon,,兵庫県,661-0965,,"5,431.00",543,0,0,0,0,0,0,0,-526,-421,0,0,"5,027.00"
2020/10/14 06:32:06JST,10730550633,注文,250-7057210-4535013,tz-20200828-02-00600-o-so,LINE Clova Friends Dock(赤外線リモコン) NL-A201JP,1,amazon.jp,Amazon,,徳島県,771-3311,,"1,273.00",127,0,0,0,0,0,0,0,-154,-381,0,0,865
2020/10/14 06:32:51JST,10730550633,注文,250-0067211-3473456,wm-20200501-01-01500-o-so,PlayStation 2 ミッドナイト・ブラック SCPH-50000NB【メーカー生産終了】,1,amazon.jp,Amazon,,福島県,969-6252,,"5,164.00",516,0,0,0,0,0,0,0,-499,-467,0,0,"4,714.00"
2020/10/14 06:32:58JST,10730550633,注文,503-0605262-7027810,rs-20200926-14-03050-o-so,ドラゴンクエストV 天空の花嫁 ブリングアーツ ビアンカ,1,amazon.jp,Amazon,,山形県,992-0301,,"5,182.00",518,0,0,0,0,0,0,0,-627,-751,0,300,"4,652.00"
2020/10/14 06:34:11JST,10730550633,注文,503-3497570-2763046,wm-20200614-05-01500-o-so,PlayStation 2 (SCPH-30000),1,amazon.jp,Amazon,,石川県,921-8036,,"3,545.00",355,0,0,0,0,0,0,0,-343,-467,0,0,"3,090.00"
2020/10/14 06:45:38JST,10730550633,注文,250-3487915-3963834,ps-20200201-18-00300-o-so,【アウトレット】 スタイラス デジタイザー タッチペン　N-trig [LS04-A09],1,amazon.jp,Amazon,,山形県,999-2173,,"1,045.00",105,0,0,0,0,0,0,0,-127,-282,0,0,741
2020/10/14 08:33:21JST,10730550633,注文,503-0965979-2346248,bf-20200308-18-00210-o-so,緊張して失敗する子どものためのリラックス・レッスン 親子でチャレンジ10ステップ (健康ライブラリー),1,amazon.jp,出品者,,東京都,115-0043,,209,21,318,32,0,0,0,0,0,-183,0,0,0,397
2020/10/14 10:49:16JST,10730550633,注文,250-0144571-9571801,rs-20200809-19-00500-o-so,【DVD】岡本信彦 5th Anniversary Live “DREAM GATE”,1,amazon.jp,Amazon,,神奈川県,220-0055,,834,83,0,0,0,0,0,0,0,-306,-282,0,0,329
2020/10/14 12:23:07JST,10730550633,注文,250-4114735-2678266,tm-20191226-02-00500-o-so,Intel純正 CPUクーラー LGA1151,1,amazon.jp,Amazon,,愛媛県,795-0013,,"1,718.00",172,0,0,0,0,0,0,0,-166,-421,0,0,"1,303.00"
2020/10/14 13:34:33JST,10730550633,注文,249-8822737-2542267,wm-20200501-01-01500-o-so,PlayStation 2 ミッドナイト・ブラック SCPH-50000NB【メーカー生産終了】,1,amazon.jp,Amazon,,愛知県,485-0812,,"5,164.00",516,0,0,0,0,0,0,0,-499,-467,0,0,"4,714.00"
2020/10/14 15:33:50JST,10730550633,注文,249-2494581-2679865,pk-20200904-44-02178-o-so,HP シンプルなフレームの 日本語配列 メカニカル ゲーミングキーボード [GK320],1,amazon.jp,Amazon,,新潟県,949-5407,,"4,618.00",462,0,0,0,0,0,0,0,-559,-712,0,0,"3,809.00"
2020/10/14 17:19:28JST,10730550633,注文,249-3738749-6845405,au-20201001-14-00500-o-so,鬼滅の刃 スーパープレミアムフィギュア 竈門炭治郎 SPMフィギュア,1,amazon.jp,Amazon,,東京都,169-0075,,"1,545.00",155,0,0,0,0,0,0,0,-187,-751,0,300,"1,092.00"
2020/10/14 17:19:28JST,10730550633,注文,503-2994368-7559006,tz-20200828-02-00600-o-so,LINE Clova Friends Dock(赤外線リモコン) NL-A201JP,1,amazon.jp,Amazon,,北海道,069-0382,,"1,273.00",127,0,0,0,0,0,0,0,-154,-381,0,0,865
2020/10/14 18:31:22JST,10730550633,注文,250-1925853-9553461,wm-20200721-20-05500-o-so,HUAWEI(ファーウェイ) dtab compact 16GB シルバー d-01J S docomo,1,amazon.jp,Amazon,,愛知県,465-0018,,"7,455.00",745,0,0,0,0,0,0,0,-722,-421,0,0,"7,057.00"
2020/10/15 02:24:25JST,10730550633,注文,249-7990269-3053406,rs-20200926-09-04312-o-so,【Blu-ray】『ウマ箱』(アニメ『ウマ娘 プリティーダービー』トレーナーズBOX) 全４巻セット マーケットプレイス,1,amazon.jp,Amazon,,栃木県,323-0812,,"7,255.00",725,0,0,0,0,0,0,0,"-1,471.00",-467,0,0,"6,042.00"
2020/10/15 05:47:30JST,10730550633,返金,503-4655408-2559825,gn-20191207-23-01978-o-so,東芝 アクティブ静電ペン dynabook Tab用 IPCZ131A,1,amazon.jp,Amazon,,東京都,176-0003,,"-2,909.00",-291,0,0,0,0,0,0,0,253,0,0,0,"-2,947.00"
2020/10/15 06:47:02JST,10730550633,注文,503-4983432-2991056,wm-20200501-01-01500-o-so,PlayStation 2 ミッドナイト・ブラック SCPH-50000NB【メーカー生産終了】,1,amazon.jp,Amazon,,北海道,089-3577,,"5,164.00",516,0,0,0,0,0,0,0,-499,-467,0,0,"4,714.00"
2020/10/15 07:18:11JST,10730550633,注文,503-7418321-8093458,tm-20191226-02-00500-o-so,Intel純正 CPUクーラー LGA1151,1,amazon.jp,Amazon,,広島県,730-0856,,"1,718.00",172,0,0,0,0,0,0,0,-166,-421,0,0,"1,303.00"
2020/10/15 08:47:29JST,10730550633,注文,249-5857501-1051858,us-20200801-09-00150-o-so,brother 廃トナーボックス WT-223CL,1,amazon.jp,Amazon,,茨城県,312-0062,,"2,255.00",225,186,19,0,0,0,-186,-19,-218,-467,0,0,"1,795.00"
2020/10/15 15:37:01JST,10730550633,注文,250-9835499-9083055,ap-20190706-14-00300-o-so,INTEL純正 LGA1155/LGA1156 CPUクーラー,1,amazon.jp,Amazon,,愛媛県,798-0036,,"1,709.00",171,0,0,0,0,-19,0,0,-164,-421,0,0,"1,276.00"
2020/10/15 16:50:34JST,10730550633,注文,250-5180829-0176622,wm-20200813-03-07700-o-so,マイクロソフト Surface 2 64GB 単体モデル [Windowsタブレット・Office付き] P4W-00012 (シルバー),1,amazon.jp,Amazon,,東京都,171-0033,,"8,909.00",891,0,0,0,0,0,0,0,-862,-467,0,0,"8,471.00"
2020/10/15 21:39:00JST,10730550633,注文,503-7290641-0131035,au-20201001-10-00980-o-so,MODEROID フルメタル・パニック! Invisible Victory Rk-92 サベージ [SAND] 1/60スケール PS製 組み立て式プラスチックモデル,1,amazon.jp,Amazon,,東京都,131-0031,,"2,255.00",225,0,0,0,0,0,0,0,-273,-421,0,0,"1,786.00"
2020/10/15 22:37:12JST,10730550633,注文,250-2893372-0947861,wm-20200614-04-01500-o-so,PlayStation 2 (SCPH-39000) 【メーカー生産終了】,1,amazon.jp,Amazon,,京都府,625-0087,,"3,800.00",380,0,0,0,0,0,0,0,-367,-467,0,0,"3,346.00"
2020/10/16 06:29:55JST,10730550633,注文,249-5172403-9138253,wm-20200501-01-01500-o-so,PlayStation 2 ミッドナイト・ブラック SCPH-50000NB【メーカー生産終了】,1,amazon.jp,Amazon,,千葉県,275-0002,,"5,164.00",516,0,0,0,0,0,0,0,-499,-467,0,0,"4,714.00"
2020/10/16 06:56:52JST,10730550633,注文,503-6330758-1035817,wm-20200809-14-01060-o-so,スーパーファミコン本体　コントローラー・アダプタ・ケーブル セット,1,amazon.jp,Amazon,,福岡県,819-0383,,"2,982.00",298,0,0,0,0,0,0,0,-288,-467,0,0,"2,525.00"
2020/10/16 12:11:52JST,10730550633,注文,249-8000100-8887822,wm-20200614-04-01500-o-so,PlayStation 2 (SCPH-39000) 【メーカー生産終了】,1,amazon.jp,Amazon,,神奈川県,259-1105,,"3,800.00",380,0,0,0,0,0,0,0,-367,-467,0,0,"3,346.00"
2020/10/16 14:04:31JST,10730550633,注文,503-8259036-5749442,tz-20200828-02-00600-o-so,LINE Clova Friends Dock(赤外線リモコン) NL-A201JP,1,amazon.jp,Amazon,,愛知県,467-0062,,"1,273.00",127,0,0,0,0,0,0,0,-154,-381,0,0,865
2020/10/16 15:32:49JST,10730550633,注文,503-7958260-3315020,ic-20200620-31-00800-o-so,hp USB日本語キーボード KU-1156 ブラック,1,amazon.jp,Amazon,,宮城県,981-1106,,"2,709.00",271,0,0,0,0,-1,0,0,-262,-712,0,0,"2,005.00"
2020/10/16 17:29:41JST,10730550633,注文,250-5280749-7798211,au-20201001-04-02068-o-so,TWINBIRD アイスクラッシャー CI-3546,1,amazon.jp,Amazon,,石川県,929-1113,,"3,591.00",359,0,0,0,0,0,0,0,-652,-467,0,0,"2,831.00"
2020/10/16 17:39:21JST,10730550633,注文,503-2680871-8965452,tm-20191226-02-00500-o-so,Intel純正 CPUクーラー LGA1151,1,amazon.jp,Amazon,,熊本県,861-1324,,"1,718.00",172,0,0,0,0,0,0,0,-332,-421,0,0,"1,137.00"
2020/10/16 17:39:21JST,10730550633,注文,503-2680871-8965452,tm-20191226-02-00500-o-so,Intel純正 CPUクーラー LGA1151,1,amazon.jp,Amazon,,熊本県,861-1324,,"1,718.00",172,0,0,0,0,0,0,0,0,-421,0,0,"1,469.00"
2020/10/16 17:41:37JST,10730550633,注文,503-7683293-9732614,tm-20191226-02-00500-o-so,Intel純正 CPUクーラー LGA1151,1,amazon.jp,Amazon,,福岡県,814-0103,,"1,718.00",172,0,0,0,0,0,0,0,-166,-421,0,0,"1,303.00"
2020/10/16 22:09:30JST,10730550633,注文,250-7700896-9103837,tz-20200828-01-00660-o-so,【リブライト】電動A/C型スピードポンプ静穏型 ライトブルーホワイト,1,amazon.jp,Amazon,,東京都,135-0061,,"1,436.00",144,0,0,0,0,0,0,0,-174,-421,0,0,985
2020/10/16 23:24:05JST,10730550633,注文,503-6652435-0087812,si-20200904-48-00780-o-so,Digio2 無線 5ボタン Blue LED マウス オートスピードコントロール レッド 48327,1,amazon.jp,Amazon,,青森県,038-0056,,"1,618.00",162,0,0,0,0,0,0,0,-196,-421,0,0,"1,163.00"
2020/10/17 01:21:12JST,10730550633,注文,503-5895004-6791006,wm-20200809-14-01060-o-so,スーパーファミコン本体　コントローラー・アダプタ・ケーブル セット,1,amazon.jp,Amazon,,愛知県,454-0976,,"2,964.00",296,0,0,0,0,0,0,0,-287,-467,0,0,"2,506.00"
2020/10/17 02:30:57JST,10730550633,注文,503-0214599-2883802,tm-20200904-45-02178-o-so,AMD Wraith Prism RGB CPUクーラー AM4 4ピンコネクター 銅ベース/アルミヒートシンク,1,amazon.jp,Amazon,,千葉県,274-0077,,"5,431.00",543,0,0,0,0,0,0,0,-526,-421,0,0,"5,027.00"
2020/10/17 06:12:32JST,10730550633,注文,503-1123101-8631010,ap-20200303-13-00300-o-so,PENTAX 一眼カメラケース ブラック O-CC133 BLACK 38835,1,amazon.jp,Amazon,,神奈川県,214-0014,,"1,327.00",133,0,0,0,0,0,0,0,-161,-421,0,0,878
2020/10/17 06:26:33JST,10730550633,注文,249-3719455-0249436,au-20201001-03-09680-o-so,食戟のソーマ 薙切えりな ノンスケール ABS&PVC製 塗装済み完成品フィギュア,1,amazon.jp,Amazon,,埼玉県,362-0812,,"10,455.00","1,045.00",0,0,0,0,0,0,0,"-1,265.00",-421,0,0,"9,814.00"
2020/10/17 10:30:47JST,10730550633,注文,503-3225526-9375050,wm-20200614-05-01500-o-so,PlayStation 2 (SCPH-30000),1,amazon.jp,Amazon,,大阪府,551-0021,,"3,545.00",355,0,0,0,0,0,0,0,-343,-467,0,0,"3,090.00"
2020/10/17 10:34:52JST,10730550633,注文,249-6879007-0110203,ps-20200201-18-00300-o-so,【アウトレット】 スタイラス デジタイザー タッチペン　N-trig [LS04-A09],1,amazon.jp,Amazon,,和歌山県,642-0023,,"1,045.00",105,0,0,0,0,0,0,0,-127,-282,0,0,741
2020/10/17 12:02:44JST,10730550633,注文,249-0128498-0541477,tm-20191226-02-00500-o-so,Intel純正 CPUクーラー LGA1151,1,amazon.jp,Amazon,,千葉県,275-0002,,"1,718.00",172,0,0,0,0,0,0,0,-166,-421,0,0,"1,303.00"
2020/10/17 12:24:29JST,10730550633,注文,249-9999525-1414235,rs-20200926-13-06400-o-so,【特典】ラブライブ！サンシャイン！！ Birthday Figure Project 黒澤ダイヤ 1/8 完成品フィギュア,1,amazon.jp,Amazon,,大阪府,533-0024,,"8,909.00",891,155,15,0,0,0,0,0,"-1,078.00",-718,0,0,"8,174.00"
2020/10/17 15:13:27JST,10730550633,注文,249-7123984-0171853,wm-20200614-05-01500-o-so,PlayStation 2 (SCPH-30000),1,amazon.jp,Amazon,,埼玉県,353-0007,,"3,545.00",355,373,37,0,0,0,-373,-37,-343,-467,0,0,"3,090.00"
2020/10/17 16:20:20JST,10730550633,注文,249-9840946-2347832,tm-20200904-45-02178-o-so,AMD Wraith Prism RGB CPUクーラー AM4 4ピンコネクター 銅ベース/アルミヒートシンク,1,amazon.jp,Amazon,,大阪府,594-0031,,"5,431.00",543,0,0,0,0,0,0,0,-526,-421,0,0,"5,027.00"
2020/10/17 16:24:18JST,10730550633,注文,249-5314966-5078201,oc-20200614-07-01000-o-so,トランスフォーマー SS-24 ボーンクラッシャー,1,amazon.jp,Amazon,,福島県,974-8242,,"1,882.00",188,0,0,0,0,0,0,0,-228,-421,0,0,"1,421.00"
2020/10/17 16:46:22JST,10730550633,注文,249-7889235-8720660,gf-20200809-02-00330-o-so,1/2400 ホワイトベース (機動戦士ガンダム),1,amazon.jp,Amazon,,福岡県,822-1405,,727,73,0,0,0,0,0,0,0,-88,-421,0,0,291
2020/10/17 17:09:36JST,10730550633,注文,250-0868069-1670206,gf-20191130-03-13200-o-so,MG 1/100 ガンダムベース限定 ユニコーンガンダム ペルフェクティビリティ 機動戦士ガンダムUC(ユニコーン),1,amazon.jp,Amazon,,東京都,141-0031,,"16,273.00","1,627.00",0,0,0,0,0,0,0,"-3,938.00",-975,0,0,"12,987.00"
2020/10/17 17:09:36JST,10730550633,注文,250-0868069-1670206,gf-20191130-03-13200-o-so,MG 1/100 ガンダムベース限定 ユニコーンガンダム ペルフェクティビリティ 機動戦士ガンダムUC(ユニコーン),1,amazon.jp,Amazon,,東京都,141-0031,,"16,273.00","1,627.00",0,0,0,0,0,0,0,0,-975,0,0,"16,925.00"
2020/10/17 17:12:41JST,10730550633,注文,503-7377745-3227001,ap-20190706-14-00300-o-so,INTEL純正 LGA1155/LGA1156 CPUクーラー,1,amazon.jp,Amazon,,岐阜県,507-0038,,"1,709.00",171,186,19,0,0,-19,-186,-19,-164,-421,0,0,"1,276.00"
2020/10/17 23:00:46JST,10730550633,注文,249-4263398-7923844,tz-20200828-02-00600-o-so,LINE Clova Friends Dock(赤外線リモコン) NL-A201JP,1,amazon.jp,Amazon,,静岡県,432-8001,,"1,273.00",127,0,0,0,0,0,0,0,-154,-381,0,0,865
2020/10/17 23:11:33JST,10730550633,注文,249-9963008-5768628,au-20201001-04-02068-o-so,TWINBIRD アイスクラッシャー CI-3546,1,amazon.jp,Amazon,,大阪府,530-0057,,"3,591.00",359,0,0,0,0,0,0,0,-652,-467,0,0,"2,831.00"
2020/10/17 23:19:37JST,10730550633,注文,503-6584638-3102269,wm-20200614-05-01500-o-so,PlayStation 2 (SCPH-30000),1,amazon.jp,Amazon,,神奈川県,251-0024,,"3,545.00",355,0,0,0,0,0,0,0,-343,-467,0,0,"3,090.00"
2020/10/17 23:21:36JST,10730550633,注文,249-0477601-6621427,te-20200926-17-00500-o-so,エレコム カメラバッグ ボディバッグ offtoco ショルダーバッグ 斜めがけ [ 参考収容寸法(カメラ収納部):90×65×190m,1,amazon.jp,Amazon,,東京都,130-0021,,"1,800.00",180,0,0,0,0,0,0,0,-218,-421,0,0,"1,341.00"
2020/10/18 00:57:28JST,10730550633,注文,249-8666655-3979855,si-20200904-48-00780-o-so,Digio2 無線 5ボタン Blue LED マウス オートスピードコントロール レッド 48327,1,amazon.jp,Amazon,,愛知県,491-0044,,"1,618.00",162,0,0,0,0,0,0,0,-196,-421,0,0,"1,163.00"
2020/10/18 02:27:59JST,10730550633,注文,503-6920619-6090259,wm-20200614-05-01500-o-so,PlayStation 2 (SCPH-30000),1,amazon.jp,Amazon,,茨城県,302-0005,,"3,545.00",355,0,0,0,0,0,0,0,-343,-467,0,0,"3,090.00"
2020/10/18 02:32:26JST,10730550633,注文,503-3309578-1337457,tz-20200828-02-00600-o-so,LINE Clova Friends Dock(赤外線リモコン) NL-A201JP,1,amazon.jp,Amazon,,東京都,158-0098,,"1,273.00",127,0,0,0,0,0,0,0,-154,-381,0,0,865
2020/10/18 03:17:18JST,10730550633,注文,250-0903475-9433436,ps-20200627-11-14000-o-so,Windowsスマホ HP Elite x3,1,amazon.jp,Amazon,,愛知県,468-0011,,"18,000.00","1,800.00",0,0,0,0,0,0,0,"-1,742.00",-421,0,0,"17,637.00"
2020/10/18 03:40:04JST,10730550633,返金,250-4921351-5300667,wm-20200926-15-14663-o-so,PlayStation 4 ジェット・ブラック 500GB (CUH-2200AB01),1,amazon.jp,Amazon,,愛知県,441-8108,,"-24,982.00","-2,498.00",0,0,0,0,0,0,0,"2,176.00",0,0,0,"-25,304.00"
2020/10/18 05:45:17JST,10730550633,注文,249-3007843-2830228,gf-20200904-38-00770-o-so,ガンダムベース限定 SDガンダム BB戦士 三国創傑伝 孫権ガンダムアストレイ 機動戦士ガンダムSEED VSASTRAY,1,amazon.jp,Amazon,,滋賀県,527-0073,,"1,455.00",145,0,0,0,0,0,0,0,-176,-421,0,0,"1,003.00"
2020/10/18 06:16:27JST,10730550633,注文,250-8196343-7767027,wm-20200614-05-01500-o-so,PlayStation 2 (SCPH-30000),1,amazon.jp,Amazon,,大阪府,590-0837,,"3,545.00",355,0,0,0,0,0,0,0,-343,-467,0,0,"3,090.00"
2020/10/18 06:21:54JST,10730550633,注文,503-8081912-3282268,wm-20200721-18-00330-o-so,NINTENDO GAMECUBE オレンジ【メーカー生産終了】,1,amazon.jp,Amazon,,愛知県,454-0976,,"2,709.00",271,0,0,0,0,0,0,0,-262,-467,0,0,"2,251.00"
2020/10/18 06:22:06JST,10730550633,注文,503-0903222-8747001,wm-20200809-14-01060-o-so,スーパーファミコン本体　コントローラー・アダプタ・ケーブル セット,1,amazon.jp,Amazon,,愛知県,454-0976,,"2,964.00",296,0,0,0,0,0,0,0,-287,-467,0,0,"2,506.00"
2020/10/18 06:31:01JST,10730550633,注文,503-8615696-0841458,tm-20191226-02-00500-o-so,Intel純正 CPUクーラー LGA1151,1,amazon.jp,Amazon,,新潟県,955-0072,,"1,718.00",172,0,0,0,0,0,0,0,-664,-421,0,0,805
2020/10/18 06:31:01JST,10730550633,注文,503-8615696-0841458,tm-20191226-02-00500-o-so,Intel純正 CPUクーラー LGA1151,1,amazon.jp,Amazon,,新潟県,955-0072,,"1,718.00",172,0,0,0,0,0,0,0,0,-421,0,0,"1,469.00"
2020/10/18 06:31:01JST,10730550633,注文,503-8615696-0841458,tm-20191226-02-00500-o-so,Intel純正 CPUクーラー LGA1151,1,amazon.jp,Amazon,,新潟県,955-0072,,"1,718.00",172,0,0,0,0,0,0,0,0,-421,0,0,"1,469.00"
2020/10/18 06:31:01JST,10730550633,注文,503-8615696-0841458,tm-20191226-02-00500-o-so,Intel純正 CPUクーラー LGA1151,1,amazon.jp,Amazon,,新潟県,955-0072,,"1,718.00",172,0,0,0,0,0,0,0,0,-421,0,0,"1,469.00"
2020/10/18 06:32:00JST,10730550633,注文,503-2782520-8862249,au-20201001-15-01200-o-so,一番くじ 鬼滅の刃 弐 B賞 竈門炭治郎 フィギュア,1,amazon.jp,Amazon,,奈良県,634-0072,,"2,436.00",244,0,0,0,0,0,0,0,-295,-797,0,300,"1,918.00"
2020/10/18 07:33:37JST,10730550633,返金,503-8749336-2662220,ap-20200516-16-00300-o-so,SONY RC-S320 非接触ICカードリーダ/ライタ PaSoRi 「パソリ」,1,amazon.jp,Amazon,,東京都,101-0051,,-627,-63,0,0,0,0,0,0,0,54,0,0,0,-636
2020/10/18 11:03:28JST,10730550633,FBA 在庫関連の手数料,EJwV2Gb9y0,,FBA在庫の廃棄手数料,,Amazon.co.jp,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,-60,-60
2020/10/18 11:37:13JST,10730550633,注文,250-9412502-0491821,tz-20200926-21-00286-o-so,仮面ライダーブットバソウル オフィシャルバインダー,1,amazon.jp,Amazon,,長野県,399-2561,,891,89,0,0,0,0,0,0,0,-108,-421,0,0,451
2020/10/18 13:48:07JST,10730550633,注文,503-9603130-7081469,wm-20200614-05-01500-o-so,PlayStation 2 (SCPH-30000),1,amazon.jp,Amazon,,静岡県,433-8124,,"3,545.00",355,0,0,0,0,0,0,0,-343,-467,0,0,"3,090.00"
2020/10/18 13:55:57JST,10730550633,注文,250-1273011-8282268,wm-20200614-05-01500-o-so,PlayStation 2 (SCPH-30000),1,amazon.jp,Amazon,,千葉県,260-0852,,"3,545.00",355,0,0,0,0,0,0,0,-343,-467,0,0,"3,090.00"
2020/10/18 21:34:27JST,10730550633,注文,250-0085323-1144648,tz-20200828-04-00800-o-so,スーパーミニプラ 勇者王ガオガイガー5 (3個入) 食玩・ガム (勇者王ガオガイガー),1,amazon.jp,Amazon,,兵庫県,651-0079,,"2,255.00",225,0,0,0,0,0,0,0,-546,-421,0,0,"1,513.00"
2020/10/18 21:34:27JST,10730550633,注文,250-0085323-1144648,tz-20200828-04-00800-o-so,スーパーミニプラ 勇者王ガオガイガー5 (3個入) 食玩・ガム (勇者王ガオガイガー),1,amazon.jp,Amazon,,兵庫県,651-0079,,"2,255.00",225,0,0,0,0,0,0,0,0,-421,0,0,"2,059.00"
2020/10/18 21:44:00JST,10730550633,返金,249-8666655-3979855,si-20200904-48-00780-o-so,Digio2 無線 5ボタン Blue LED マウス オートスピードコントロール レッド 48327,1,amazon.jp,Amazon,,愛知県,491-0044,,"-1,618.00",-162,0,0,0,0,0,0,0,176,0,0,0,"-1,604.00"
2020/10/18 22:05:11JST,10730550633,注文,249-5807602-3775052,tm-20191226-02-00500-o-so,Intel純正 CPUクーラー LGA1151,1,amazon.jp,Amazon,,東京都,143-0016,,"1,718.00",172,0,0,0,0,0,0,0,-166,-421,0,0,"1,303.00"
2020/10/18 22:55:22JST,10730550633,注文,503-1656008-9329402,tm-20191226-02-00500-o-so,Intel純正 CPUクーラー LGA1151,1,amazon.jp,Amazon,,東京都,158-0096,,"1,718.00",172,186,19,0,0,0,-186,-19,-166,-421,0,0,"1,303.00"
2020/10/18 23:14:31JST,10730550633,注文,249-6359496-1094242,te-20200904-03-00300-o-so,Digio2 有線マウス 3ボタン Blue LED 2Wayコネクタ(USB、microUSB) 巻取収納 ゴールド MUS-UKT122GL,1,amazon.jp,Amazon,,神奈川県,220-0011,,"1,582.00",158,0,0,0,0,0,0,0,-191,-421,0,0,"1,128.00"
2020/10/18 23:30:05JST,10730550633,注文,503-0422420-3719850,oc-20200614-07-01000-o-so,トランスフォーマー SS-24 ボーンクラッシャー,1,amazon.jp,Amazon,,東京都,165-0026,,"1,882.00",188,0,0,322,32,0,0,0,-228,-775,0,0,"1,421.00"
