Amazon 出品サービス、フルフィルメント by Amazon (FBA) ,,,,,,,,,,,,,,,,,,,,,,,,,,
2020/10/23 22:52:37JST,10740428243,注文,249-5231530-3627810,tm-20200904-45-02178-o-so,AMD Wraith Prism RGB CPUクーラー AM4 4ピンコネクター 銅ベース/アルミヒートシンク,1,amazon.jp,Amazon,,三重県,510-8121,,"5,431.00",543,0,0,0,0,0,0,0,-526,-421,0,0,"5,027.00"
2020/10/23 23:25:24JST,10740428243,注文,249-5184817-0943055,tz-20200828-15-00120-o-so,仮面ライダージオウ DXファイズライドウォッチ,1,amazon.jp,Amazon,,大阪府,562-0004,,591,59,0,0,0,0,0,0,0,-72,-421,0,0,157
2020/10/24 00:22:23JST,10740428243,注文,503-1204642-3598263,ic-20200620-31-00800-o-so,hp USB日本語キーボード KU-1156 ブラック,1,amazon.jp,Amazon,,大阪府,531-0064,,"2,709.00",271,0,0,0,0,-1,0,0,-262,-712,0,0,"2,005.00"
2020/10/24 11:06:06JST,10740428243,注文,249-7057570-1698236,wm-20200614-05-01500-o-so,PlayStation 2 (SCPH-30000),1,amazon.jp,Amazon,,愛知県,467-0024,,"3,545.00",355,125,12,0,0,0,-125,-12,-343,-467,0,0,"3,090.00"
2020/10/24 15:05:40JST,10740428243,注文,249-9128317-9674224,wm-20200501-03-01500-o-so,PlayStation 2 サテンシルバー SCPH-50000 TSS 【メーカー生産終了】,1,amazon.jp,Amazon,,福岡県,829-0301,,"3,573.00",357,0,0,0,0,0,0,0,-345,-548,0,0,"3,037.00"
2020/10/24 16:28:12JST,10740428243,注文,503-4979946-0487061,tm-20200904-45-02178-o-so,AMD Wraith Prism RGB CPUクーラー AM4 4ピンコネクター 銅ベース/アルミヒートシンク,1,amazon.jp,Amazon,,鹿児島県,892-0813,,"5,431.00",543,0,0,0,0,0,0,0,-526,-421,0,0,"5,027.00"
2020/10/24 17:01:48JST,10740428243,注文,249-8799705-9432668,us-20200801-09-00150-o-so,brother 廃トナーボックス WT-223CL,1,amazon.jp,Amazon,,埼玉県,330-0803,,"2,164.00",216,0,0,0,0,0,0,0,-209,-467,0,0,"1,704.00"
2020/10/24 17:13:43JST,10740428243,注文,249-6218564-1279011,te-20200926-17-00500-o-so,エレコム カメラバッグ ボディバッグ offtoco ショルダーバッグ 斜めがけ [ 参考収容寸法(カメラ収納部):90×65×190m,1,amazon.jp,Amazon,,東京都,166-0012,,"1,800.00",180,0,0,0,0,0,0,0,-218,-421,0,0,"1,341.00"
2020/10/25 03:37:17JST,10740428243,注文,250-2606383-3963051,tm-20200904-05-00638-o-so,エレコム 自撮り棒 セルカ棒 Bluetooth リモコン付 ブラック P-SSBBK,1,amazon.jp,Amazon,,東京都,157-0073,,"1,536.00",154,0,0,0,0,0,0,0,-149,-421,0,0,"1,120.00"
2020/10/25 04:56:17JST,10740428243,注文,250-3316019-9543020,si-20200904-21-04400-o-so,Jaybird ワイヤレスイヤホン JBD-X4-001BMF ブラックメタリック Bluetooth 防水 防汗 IPX7 連続再生8時間 スポーツ対応 X4 ?,1,amazon.jp,Amazon,,神奈川県,214-0021,,"6,182.00",618,0,0,0,0,0,0,0,-748,-421,0,0,"5,631.00"
2020/10/25 06:23:09JST,10740428243,返金,503-8360659-2098235,wm-20200501-04-01500-o-so,PlayStation 2 オーシャン・ブルー【メーカー生産終了】,1,amazon.jp,Amazon,,北海道,062-0904,,"-3,982.00",-398,0,0,0,0,0,0,0,346,0,0,0,"-4,034.00"
2020/10/25 12:34:13JST,10740428243,注文,250-2459147-5876610,gf-20200926-19-02750-o-so,HG ガンダムベース限定 モビルドールメイ ガンダムベースカラー ガンダムビルドダイバーズRe:RISE プラモデル,1,amazon.jp,Amazon,,愛知県,490-1144,,"4,527.00",453,373,37,0,0,0,-373,-37,-548,-421,0,0,"4,011.00"
2020/10/25 13:53:17JST,10740428243,注文,250-7667196-9465427,at-20201113-14-00090-o-so,ELECOM PS Vita カードケース 4枚収納 【PlayStation オフィシャルライセンス】 ブラック GM-VITACM1BK,1,amazon.jp,出品者,,東京都,206-0023,,618,62,0,0,0,0,0,0,0,-112,0,0,0,568
2020/10/25 14:25:23JST,10740428243,注文,250-0585828-4454212,ic-20200620-31-00800-o-so,hp USB日本語キーボード KU-1156 ブラック,1,amazon.jp,Amazon,,大阪府,577-8550,,"2,709.00",271,373,37,0,0,-1,-373,-37,-262,-712,0,0,"2,005.00"
2020/10/25 15:08:40JST,10740428243,注文,250-6079289-3904632,tm-20191226-02-00500-o-so,Intel i3/i5/i7 LGA115x CPU用ヒートシンク+ファン E97379-003,1,amazon.jp,Amazon,,福岡県,811-2317,,"1,718.00",172,0,0,0,0,0,0,0,-166,-421,0,0,"1,303.00"
2020/10/25 15:30:10JST,10740428243,注文,250-4130378-6847051,si-20200904-21-04400-o-so,Jaybird ワイヤレスイヤホン JBD-X4-001BMF ブラックメタリック Bluetooth 防水 防汗 IPX7 連続再生8時間 スポーツ対応 X4 ?,1,amazon.jp,Amazon,,東京都,125-0062,,"6,182.00",618,0,0,0,0,0,0,0,-748,-421,0,0,"5,631.00"
2020/10/25 15:45:12JST,10740428243,注文,250-5409250-0066219,tz-20200828-02-00600-o-so,LINE Clova Friends Dock(赤外線リモコン) NL-A201JP,1,amazon.jp,Amazon,,神奈川県,245-0013,,"1,273.00",127,42,4,0,0,0,-42,-4,-154,-381,0,0,865
2020/10/25 18:09:53JST,10740428243,注文,503-8171875-2911052,bf-20200809-13-11200-o-so,DRAGON BALL Z DVD BOX DRAGON BOX VOL.1,1,amazon.jp,Amazon,,佐賀県,840-2212,,"14,264.00","1,426.00",0,0,0,0,0,0,0,"-2,743.00",-467,0,0,"12,480.00"
2020/10/26 01:14:30JST,10740428243,注文,503-3898269-3341458,tz-20200828-02-00600-o-so,LINE Clova Friends Dock(赤外線リモコン) NL-A201JP,1,amazon.jp,Amazon,,千葉県,274-0825,,"1,273.00",127,0,0,0,0,0,0,0,-154,-381,0,0,865
2020/10/26 06:17:37JST,10740428243,注文,250-5440277-5741440,rs-20200904-31-02400-o-so,ねんどろいど アベンジャーズ/エンドゲーム キャプテン・アメリカ エンドゲーム・エディション スタンダードV,1,amazon.jp,Amazon,,秋田県,014-0369,,"3,618.00",362,0,0,143,14,0,0,0,-438,-578,0,0,"3,121.00"
2020/10/26 13:07:37JST,10740428243,注文,503-3216456-9159038,rs-20200926-10-07920-o-so,COMPLETE SELECTION MODIFICATION ダブルドライバー(ver.1.5) (CSMダブルドライバー(ver.1.5)) 仮面ライダー ヒーロー ライダー,1,amazon.jp,Amazon,,京都府,616-8167,,"13,273.00","1,327.00",0,0,0,0,0,0,0,"-1,606.00",-467,0,0,"12,527.00"
2020/10/26 13:16:38JST,10740428243,注文,250-5835208-8887032,gf-20190927-50-03740-o-so,HG 1/144 ガンダムベース限定 ユニコーンガンダム ペルフェクティビリティ(デストロイモード) 機動戦士ガンダムU,1,amazon.jp,Amazon,,北海道,047-0036,,"4,982.00",498,0,0,0,0,0,0,0,-603,-467,0,0,"4,410.00"
2020/10/26 14:00:20JST,10740428243,注文,503-8780873-7300652,tm-20200904-45-02178-o-so,AMD Wraith Prism RGB CPUクーラー AM4 4ピンコネクター 銅ベース/アルミヒートシンク,1,amazon.jp,Amazon,,千葉県,279-0004,,"5,431.00",543,186,19,0,0,0,-186,-19,-526,-421,0,0,"5,027.00"
2020/10/26 15:29:06JST,10740428243,注文,503-1459735-7475815,tz-20200926-21-00286-o-so,仮面ライダーブットバソウル オフィシャルバインダー,1,amazon.jp,Amazon,,千葉県,277-0871,,900,90,0,0,0,0,0,0,0,-109,-421,0,0,460
2020/10/26 16:22:45JST,10740428243,注文,250-6788783-8907830,tz-20200828-02-00600-o-so,LINE Clova Friends Dock(赤外線リモコン) NL-A201JP,1,amazon.jp,Amazon,,神奈川県,243-0422,,"1,273.00",127,0,0,0,0,0,0,0,-154,-381,0,0,865
2020/10/26 16:59:15JST,10740428243,注文,249-7462256-8687034,au-20201001-04-02068-o-so,TWINBIRD アイスクラッシャー CI-3546,1,amazon.jp,Amazon,,愛知県,441-8106,,"3,591.00",359,54,5,0,0,0,-54,-5,-652,-467,0,0,"2,831.00"
2020/10/26 17:32:41JST,10740428243,注文,249-5571614-1338223,tz-20200828-02-00600-o-so,LINE Clova Friends Dock(赤外線リモコン) NL-A201JP,1,amazon.jp,Amazon,,愛知県,458-0929,,"1,273.00",127,0,0,0,0,0,0,0,-154,-381,0,0,865
2020/10/27 05:23:07JST,10740428243,注文,250-7165367-6093402,gf-20200904-41-00330-o-so,1/144 MS-07B グフ (機動戦士ガンダム),1,amazon.jp,Amazon,,神奈川県,259-1132,,627,63,0,0,0,0,0,0,0,-76,-421,0,0,193
2020/10/27 06:14:43JST,10740428243,注文,250-7266656-4367859,td-20200926-02-00990-o-so,科学特捜隊 アンテナ流星ピンバッチ M78,1,amazon.jp,Amazon,,京都府,612-0846,,"1,800.00",180,0,0,0,0,0,0,0,-218,-282,0,0,"1,480.00"
2020/10/27 08:38:58JST,10740428243,返金,503-2324347-3807814,wm-20200425-02-01100-o-sow,Wii U プレミアムセット shiro (WUP-S-WAFC),1,amazon.jp,Amazon,,愛知県,463-0079,,"-3,891.00",-389,-464,-46,0,0,0,0,0,339,840,0,-300,"-3,941.00"
2020/10/27 12:45:09JST,10740428243,注文,249-9404194-2307832,rs-20200926-08-06160-o-so,LiSA BEST -Day-&LiSA BEST -Way-(完全生産限定盤)(2CD+BD+Tシャツ),1,amazon.jp,Amazon,,東京都,164-0012,,"12,436.00","1,244.00",0,0,0,0,0,0,0,"-2,411.00",-421,0,0,"10,848.00"
2020/10/27 15:10:02JST,10740428243,注文,250-3068031-6641403,ic-20200620-31-00800-o-so,hp USB日本語キーボード KU-1156 ブラック,1,amazon.jp,Amazon,,東京都,105-0022,,"2,709.00",271,373,37,0,0,-1,-373,-37,-262,-712,0,0,"2,005.00"
2020/10/27 15:15:43JST,10740428243,注文,503-6570202-7215055,si-20200809-17-01000-o-so,【簡易包装品】【部品・VAIOパーツ】SONY純正　デジタイザースタイラス（ペン）VGP-STD2,1,amazon.jp,Amazon,,兵庫県,654-0103,,"3,345.00",335,0,0,0,0,0,0,0,-405,-282,0,0,"2,993.00"
2020/10/27 15:16:54JST,10740428243,注文,249-3035756-7721420,tm-20191226-02-00500-o-so,Intel i3/i5/i7 LGA115x CPU用ヒートシンク+ファン E97379-003,1,amazon.jp,Amazon,,神奈川県,210-0002,,"1,718.00",172,0,0,0,0,0,0,0,-166,-421,0,0,"1,303.00"
2020/10/27 15:19:41JST,10740428243,FBA 在庫関連の手数料,G9Ai5GjiGO,,FBA在庫の廃棄手数料,,Amazon.co.jp,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,-60,-60
2020/10/27 15:36:15JST,10740428243,注文,250-1314900-5203043,wm-20200614-06-01500-o-so,PlayStation 2 AQUA 【メーカー生産終了】,1,amazon.jp,Amazon,,福島県,960-8142,,"4,255.00",425,0,0,0,0,0,0,0,-411,-548,0,0,"3,721.00"
2020/10/27 16:30:05JST,10740428243,注文,503-9464275-2556617,tm-20200904-45-02178-o-so,AMD Wraith Prism RGB CPUクーラー AM4 4ピンコネクター 銅ベース/アルミヒートシンク,1,amazon.jp,Amazon,,兵庫県,675-0041,,"5,431.00",543,464,46,0,0,0,0,0,-526,-931,0,0,"5,027.00"
2020/10/27 20:54:34JST,10740428243,返金,249-6218564-1279011,te-20200926-17-00500-o-so,エレコム カメラバッグ ボディバッグ offtoco ショルダーバッグ 斜めがけ [ 参考収容寸法(カメラ収納部):90×65×190m,1,amazon.jp,Amazon,,東京都,166-0012,,"-1,800.00",-180,0,0,0,0,0,0,0,196,0,0,0,"-1,784.00"
2020/10/27 23:26:52JST,10740428243,注文,249-8618166-0909407,us-20200801-09-00150-o-so,brother 廃トナーボックス WT-223CL,1,amazon.jp,Amazon,,栃木県,320-0851,,"2,164.00",216,0,0,0,0,0,0,0,-209,-467,0,0,"1,704.00"
2020/10/28 00:29:27JST,10740428243,注文,249-9373230-0316611,gf-20200904-41-00330-o-so,1/144 MS-07B グフ (機動戦士ガンダム),1,amazon.jp,Amazon,,埼玉県,359-1153,,627,63,186,19,0,0,0,-186,-19,-76,-421,0,0,193
2020/10/28 02:20:16JST,10740428243,注文,249-0889960-9370258,wm-20200809-14-01060-o-so,スーパーファミコン本体　コントローラー・アダプタ・ケーブル セット,1,amazon.jp,Amazon,,東京都,193-0833,,"2,909.00",291,373,37,0,0,0,-373,-37,-282,-467,0,0,"2,451.00"
2020/10/28 06:28:29JST,10740428243,注文,250-1343156-1630243,si-20200904-21-04400-o-so,Jaybird ワイヤレスイヤホン JBD-X4-001BMF ブラックメタリック Bluetooth 防水 防汗 IPX7 連続再生8時間 スポーツ対応 X4 ?,1,amazon.jp,Amazon,,大阪府,569-0051,,"6,182.00",618,0,0,0,0,0,0,0,-748,-421,0,0,"5,631.00"
2020/10/28 15:51:12JST,10740428243,注文,249-2909471-0245431,wm-20200809-14-01060-o-so,スーパーファミコン本体　コントローラー・アダプタ・ケーブル セット,1,amazon.jp,Amazon,,島根県,693-0034,,"2,909.00",291,0,0,0,0,0,0,0,-282,-797,0,300,"2,451.00"
2020/10/28 16:08:02JST,10740428243,注文,249-4621721-0325468,au-20201001-02-02980-o-so,青島文化教材社 VFG マクロスデルタ VF-31J ジークフリート 35周年アニバーサリー 全高約155mm 色分け済みプラモデ?,1,amazon.jp,Amazon,,奈良県,635-0823,,"4,091.00",409,0,0,0,0,0,0,0,-495,-467,0,0,"3,538.00"
2020/10/28 17:18:33JST,10740428243,注文,249-5439221-0312608,tz-20200828-02-00600-o-so,LINE Clova Friends Dock(赤外線リモコン) NL-A201JP,1,amazon.jp,Amazon,,神奈川県,233-0005,,"1,273.00",127,0,0,0,0,0,0,0,-154,-381,0,0,865
2020/10/28 17:33:11JST,10740428243,注文,250-5417119-7181419,ic-20200620-31-00800-o-so,hp USB日本語キーボード KU-1156 ブラック,1,amazon.jp,Amazon,,新潟県,950-2102,,"2,709.00",271,0,0,0,0,-1,0,0,-262,-712,0,0,"2,005.00"
2020/10/28 17:48:58JST,10740428243,FBA 在庫関連の手数料,vkam8p8609,,FBA在庫の返送手数料,,Amazon.co.jp,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,-302,-302
2020/10/28 17:49:17JST,10740428243,FBA 在庫関連の手数料,vkam8p8609,,FBA在庫の返送手数料,,Amazon.co.jp,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,-120,-120
2020/10/28 18:24:09JST,10740428243,注文,249-6734673-1401405,tm-20191226-02-00500-o-so,Intel i3/i5/i7 LGA115x CPU用ヒートシンク+ファン E97379-003,1,amazon.jp,Amazon,,大阪府,530-0044,,"1,718.00",172,373,37,0,0,0,-373,-37,-166,-421,0,0,"1,303.00"
2020/10/28 22:41:55JST,10740428243,注文,503-8887296-8651845,oc-20200614-07-01000-o-so,トランスフォーマー SS-24 ボーンクラッシャー,1,amazon.jp,Amazon,,徳島県,771-0116,,"1,882.00",188,0,0,0,0,0,0,0,-228,-421,0,0,"1,421.00"
2020/10/29 00:42:32JST,10740428243,注文,249-6662616-6819055,oc-20191117-11-00329-o-so,仮面ライダービルド DXフルボトルホルダー,1,amazon.jp,Amazon,,群馬県,373-0033,,745,75,0,0,0,0,0,0,0,-90,-421,0,0,309
2020/10/29 03:28:48JST,10740428243,注文,250-0239854-6275869,wm-20200809-14-01060-o-so,スーパーファミコン本体　コントローラー・アダプタ・ケーブル セット,1,amazon.jp,Amazon,,長野県,380-0941,,"2,909.00",291,124,12,0,0,0,-124,-12,-282,-467,0,0,"2,451.00"
2020/10/29 05:59:03JST,10740428243,注文,250-0682947-8238203,au-20201001-09-04980-o-so,SSSS.GRIDMAN 超合体超人 DXフルパワーグリッドマン ノンスケール ABS&PVC製 塗装済み合体トイ 二次受注分,1,amazon.jp,Amazon,,千葉県,299-0205,,"7,638.00",764,0,0,0,0,0,0,0,-924,-548,0,0,"6,930.00"
2020/10/29 17:26:03JST,10740428243,返金,250-5180829-0176622,wm-20200813-03-07700-o-so,マイクロソフト Surface 2 64GB 単体モデル [Windowsタブレット・Office付き] P4W-00012 (シルバー),1,amazon.jp,Amazon,,東京都,171-0033,,"-8,909.00",-891,0,0,0,0,0,0,0,776,0,0,0,"-9,024.00"
2020/10/29 18:05:50JST,10740428243,注文,249-6137187-8065449,wm-20200809-14-01060-o-so,スーパーファミコン本体　コントローラー・アダプタ・ケーブル セット,1,amazon.jp,Amazon,,岡山県,718-0304,,"2,909.00",291,0,0,0,0,0,0,0,-282,-467,0,0,"2,451.00"
2020/10/29 19:15:22JST,10740428243,FBA 在庫関連の手数料,3t4TszVH8+,,FBA在庫の廃棄手数料,,Amazon.co.jp,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,-90,-90
2020/10/29 23:15:38JST,10740428243,注文,249-7908089-6481437,gf-20200904-41-00330-o-so,1/144 MS-07B グフ (機動戦士ガンダム),1,amazon.jp,Amazon,,東京都,151-0066,,627,63,0,0,0,0,0,0,0,-76,-421,0,0,193
2020/10/30 10:07:04JST,10740428243,FBA 在庫関連の手数料,vkas8Iq589,,FBA在庫の返送手数料,,Amazon.co.jp,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,-364,-364
2020/10/30 13:48:13JST,10740428243,注文,503-0884855-6043862,tm-20191226-02-00500-o-so,Intel i3/i5/i7 LGA115x CPU用ヒートシンク+ファン E97379-003,1,amazon.jp,Amazon,,東京都,121-0073,,"1,718.00",172,373,37,0,0,0,-373,-37,-166,-421,0,0,"1,303.00"
2020/10/30 14:09:33JST,10740428243,返金,503-5895004-6791006,wm-20200809-14-01060-o-so,スーパーファミコン本体　コントローラー・アダプタ・ケーブル セット,1,amazon.jp,Amazon,,愛知県,454-0976,,"-2,964.00",-296,0,0,0,0,0,0,0,258,0,0,0,"-3,002.00"
2020/10/30 18:06:31JST,10740428243,注文,249-6476565-9661448,tm-20191226-02-00500-o-so,Intel i3/i5/i7 LGA115x CPU用ヒートシンク+ファン E97379-003,1,amazon.jp,Amazon,,千葉県,289-1223,,"1,718.00",172,0,0,0,0,0,0,0,-166,-421,0,0,"1,303.00"
2020/10/31 00:52:26JST,10740428243,注文,250-1869780-4175842,tm-20191226-02-00500-o-so,Intel純正 CPUクーラー LGA1151,1,amazon.jp,Amazon,,宮崎県,889-3151,,"1,718.00",172,25,3,0,0,0,-25,-3,-332,-421,0,0,"1,137.00"
2020/10/31 00:52:26JST,10740428243,注文,250-1869780-4175842,tm-20191226-02-00500-o-so,Intel純正 CPUクーラー LGA1151,1,amazon.jp,Amazon,,宮崎県,889-3151,,"1,718.00",172,25,3,0,0,0,-25,-3,0,-421,0,0,"1,469.00"
2020/10/31 00:55:49JST,10740428243,注文,249-4154106-7930264,ic-20200620-31-00800-o-so,hp USB日本語キーボード KU-1156 ブラック,1,amazon.jp,Amazon,,大阪府,569-1094,,"2,709.00",271,373,37,0,0,-1,-373,-37,-262,-712,0,0,"2,005.00"
2020/10/31 01:12:13JST,10740428243,注文,249-9070326-7785454,si-20200801-05-01100-o-so,ノートパソコン用アクリルスタンド(縦置きタイプ) PDA-STN32BK,1,amazon.jp,Amazon,,埼玉県,346-0028,,"2,455.00",245,186,19,0,0,0,-186,-19,-891,-421,0,0,"1,388.00"
2020/10/31 01:12:13JST,10740428243,注文,249-9070326-7785454,si-20200801-05-01100-o-so,ノートパソコン用アクリルスタンド(縦置きタイプ) PDA-STN32BK,1,amazon.jp,Amazon,,埼玉県,346-0028,,"2,455.00",245,186,19,0,0,0,-186,-19,0,-421,0,0,"2,279.00"
2020/10/31 02:32:28JST,10740428243,注文,250-4422964-6233457,tm-20200904-45-02178-o-so,AMD Wraith Prism RGB CPUクーラー AM4 4ピンコネクター 銅ベース/アルミヒートシンク,1,amazon.jp,Amazon,,長野県,381-0043,,"5,209.00",521,0,0,0,0,0,0,0,-504,-421,0,0,"4,805.00"
2020/10/31 02:39:19JST,10740428243,注文,249-9853210-9225427,tz-20200828-01-00660-o-so,【リブライト】電動A/C型スピードポンプ静穏型 ライトブルーホワイト,1,amazon.jp,Amazon,,静岡県,420-0853,,"1,436.00",144,42,4,0,0,0,-42,-4,"-1,564.00",-421,0,0,-405
2020/10/31 02:39:19JST,10740428243,注文,249-9853210-9225427,tz-20200828-01-00660-o-so,【リブライト】電動A/C型スピードポンプ静穏型 ライトブルーホワイト,1,amazon.jp,Amazon,,静岡県,420-0853,,"1,436.00",144,41,4,0,0,0,-41,-4,0,-421,0,0,"1,159.00"
2020/10/31 02:39:19JST,10740428243,注文,249-9853210-9225427,tz-20200828-01-00660-o-so,【リブライト】電動A/C型スピードポンプ静穏型 ライトブルーホワイト,1,amazon.jp,Amazon,,静岡県,420-0853,,"1,436.00",144,41,4,0,0,0,-41,-4,0,-421,0,0,"1,159.00"
2020/10/31 02:39:19JST,10740428243,注文,249-9853210-9225427,tz-20200828-01-00660-o-so,【リブライト】電動A/C型スピードポンプ静穏型 ライトブルーホワイト,5,amazon.jp,Amazon,,静岡県,420-0853,,"7,180.00",720,208,20,0,0,0,-208,-20,0,"-2,105.00",0,0,"5,795.00"
2020/10/31 02:39:19JST,10740428243,注文,249-9853210-9225427,tz-20200828-01-00660-o-so,【リブライト】電動A/C型スピードポンプ静穏型 ライトブルーホワイト,1,amazon.jp,Amazon,,静岡県,420-0853,,"1,436.00",144,42,4,0,0,0,-42,-4,0,-421,0,0,"1,159.00"
2020/10/31 02:52:35JST,10740428243,注文,250-6786177-4908600,ap-20200721-31-03800-o-so,21. 5型ワイドFHD富士通 FUJITSU VL-E22T-7 スピーカー内蔵 高解像度パネルモニター、HDMIインターフェースを採用し、?,1,amazon.jp,Amazon,,大阪府,550-0002,,"5,964.00",596,373,37,0,0,0,-373,-37,-578,-975,0,0,"5,007.00"
2020/10/31 03:01:39JST,10740428243,注文,249-1978048-5411038,ic-20200620-31-00800-o-so,hp USB日本語キーボード KU-1156 ブラック,2,amazon.jp,Amazon,,愛知県,470-0124,,"5,418.00",542,372,38,0,0,-2,-372,-38,-524,"-1,424.00",0,0,"4,010.00"
2020/10/31 04:27:16JST,10740428243,返金,250-1869780-4175842,tm-20191226-02-00500-o-so,Intel純正 CPUクーラー LGA1151,1,amazon.jp,Amazon,,宮崎県,889-3151,,"-1,718.00",-172,0,0,0,0,0,0,0,299,0,0,859,-646
2020/10/31 04:27:16JST,10740428243,返金,250-1869780-4175842,tm-20191226-02-00500-o-so,Intel純正 CPUクーラー LGA1151,1,amazon.jp,Amazon,,宮崎県,889-3151,,"-1,718.00",-172,0,0,0,0,0,0,0,0,0,0,859,-945
2020/10/31 06:29:53JST,10740428243,注文,249-5142369-6397403,ps-20200501-27-00300-o-so,XYZA N-Trig純正 Windows10に最適スマートペン 筆圧対応 SurfacePro6/2018/2017/4/3 surface Go HP ASUSほか対応,1,amazon.jp,Amazon,,大阪府,590-0024,,"1,800.00",180,0,0,0,0,0,0,0,-174,-282,0,0,"1,524.00"
2020/10/31 15:03:02JST,10740428243,注文,249-9829293-5705431,rs-20200813-15-00440-o-so,SET LIST ?劇場版 うたの☆プリンスさまっ♪ マジLOVEキングダム 挿入歌集?,1,amazon.jp,Amazon,,神奈川県,252-0334,,355,35,75,7,0,0,0,-75,-7,-219,-282,0,0,-111
2020/10/31 15:18:02JST,10740428243,注文,250-5349295-7220642,rs-20200926-08-06160-o-so,LiSA BEST -Day-&LiSA BEST -Way-(完全生産限定盤)(2CD+BD+Tシャツ),1,amazon.jp,Amazon,,東京都,130-0012,,"12,436.00","1,244.00",0,0,0,0,0,0,0,"-2,411.00",-421,0,0,"10,848.00"
2020/10/31 17:09:27JST,10740428243,注文,503-3919923-6546207,tm-20200501-28-00500-o-so,Intel純正 CPUファン LGA1155/56用 E97378-001,1,amazon.jp,Amazon,豊中市,大阪府,5608531,,"1,816.00",182,0,0,0,0,0,0,0,-176,-421,0,0,"1,401.00"
2020/10/31 17:51:56JST,10740428243,注文,249-8260564-8769418,tm-20191226-02-00500-o-so,Intel i3/i5/i7 LGA115x CPU用ヒートシンク+ファン E97379-003,1,amazon.jp,Amazon,,神奈川県,253-0045,,"1,718.00",172,0,0,0,0,0,0,0,-166,-421,0,0,"1,303.00"